pert,gene,label,direction,split
GYG1,ACTR1B,0,-1,train
GYG1,ARAP1,0,-1,train
GYG1,ARL5B,0,-1,train
GYG1,ATAT1,0,-1,train
GYG1,BCS1L,0,-1,train
GYG1,BLVRB,0,-1,train
GYG1,BOD1,0,-1,train
GYG1,C20orf204,0,-1,train
GYG1,CAT,0,-1,train
GYG1,CDT1,0,-1,train
GYG1,COPB2,0,-1,train
GYG1,CRYZ,0,-1,train
GYG1,CUL7,0,-1,train
GYG1,DBNDD2,0,-1,train
GYG1,DBT,0,-1,train
GYG1,DCLRE1A,0,-1,train
GYG1,DCTN1,0,-1,train
GYG1,DDX6,0,-1,train
GYG1,DNAJC3,0,-1,train
GYG1,DONSON,0,-1,train
GYG1,DR1,0,-1,train
GYG1,EGR1,0,-1,train
GYG1,ELOVL5,0,-1,train
GYG1,ENPP1,0,-1,train
GYG1,ERVK3-1,0,-1,train
GYG1,FAM91A1,0,-1,train
GYG1,FBXO5,0,-1,train
GYG1,FCHSD2,0,-1,train
GYG1,GALK2,0,-1,train
GYG1,GGCT,0,-1,train
GYG1,GLE1,0,-1,train
GYG1,HMOX2,0,-1,train
GYG1,HSD11B2,0,-1,train
GYG1,MAP7D2,0,-1,train
GYG1,MATN3,0,-1,train
GYG1,MAU2,0,-1,train
GYG1,MIER2,0,-1,train
GYG1,MPV17L2,0,-1,train
GYG1,NAGS,0,-1,train
GYG1,NEIL2,0,-1,train
GYG1,NIP7,0,-1,train
GYG1,NOL3,0,-1,train
GYG1,NSMCE1,0,-1,train
GYG1,PAPSS1,0,-1,train
GYG1,PAX8,0,-1,train
GYG1,PCBP2,0,-1,train
GYG1,PDCD10,0,-1,train
GYG1,PRKAR1A,0,-1,train
GYG1,PRKCZ,0,-1,train
GYG1,PTRH2,0,-1,train
GYG1,RAP1GAP2,0,-1,train
GYG1,RCC1L,0,-1,train
GYG1,RNASE4,0,-1,train
GYG1,RPL11,1,0,train
GYG1,RPL13,1,0,train
GYG1,RPL23,1,0,train
GYG1,RPL26,1,0,train
GYG1,RPL32,1,0,train
GYG1,RPL37A,1,0,train
GYG1,RPL6,1,0,train
GYG1,RPL7A,1,0,train
GYG1,RPL9,1,0,train
GYG1,RPS10,1,0,train
GYG1,RPS14,1,0,train
GYG1,RPS15,1,0,train
GYG1,RPS15A,1,0,train
GYG1,RPS18,1,0,train
GYG1,RPS24,1,0,train
GYG1,RTL8C,0,-1,train
GYG1,SAE1,0,-1,train
GYG1,SCN9A,0,-1,train
GYG1,SEC62,0,-1,train
GYG1,SKA3,0,-1,train
GYG1,SNRPE,0,-1,train
GYG1,SPHK1,0,-1,train
GYG1,STIMATE,0,-1,train
GYG1,STK38,0,-1,train
GYG1,TBRG1,0,-1,train
GYG1,THOP1,0,-1,train
GYG1,TK2,0,-1,train
GYG1,TMEM184A,0,-1,train
GYG1,TMEM218,0,-1,train
GYG1,TRIAP1,0,-1,train
GYG1,TRMT13,0,-1,train
GYG1,TTBK2,0,-1,train
GYG1,TTC21B,0,-1,train
GYG1,UBE2M,0,-1,train
GYG1,USP46,0,-1,train
GYG1,VTI1B,0,-1,train
GYG1,XRCC2,0,-1,train
GYG1,ZNF248,0,-1,train
GYG1,ZNF263,0,-1,train
GYG1,ZNF337,0,-1,train
GYG1,ZNF561-AS1,0,-1,train
GYG1,ZNF749,0,-1,train
H2AFZ,AARS2,0,-1,train
H2AFZ,ADGRG1,0,-1,train
H2AFZ,AKR1C1,1,1,train
H2AFZ,AKR1C2,1,1,train
H2AFZ,ARHGEF12,0,-1,train
H2AFZ,ATG16L1,0,-1,train
H2AFZ,BET1,0,-1,train
H2AFZ,BLOC1S4,0,-1,train
H2AFZ,C1D,0,-1,train
H2AFZ,CBWD1,0,-1,train
H2AFZ,CCDC137,0,-1,train
H2AFZ,CD276,0,-1,train
H2AFZ,CDS1,0,-1,train
H2AFZ,CFI,0,-1,train
H2AFZ,CFLAR,0,-1,train
H2AFZ,CKAP2L,0,-1,train
H2AFZ,DDX19A,0,-1,train
H2AFZ,DENND4A,0,-1,train
H2AFZ,DHX57,0,-1,train
H2AFZ,DNAJC3,0,-1,train
H2AFZ,DONSON,0,-1,train
H2AFZ,DUSP11,0,-1,train
H2AFZ,EEF1A1,1,1,train
H2AFZ,EEF1B2,1,1,train
H2AFZ,EMG1,0,-1,train
H2AFZ,ETV5,0,-1,train
H2AFZ,FAM162A,0,-1,train
H2AFZ,FAM222A,0,-1,train
H2AFZ,FOS,0,-1,train
H2AFZ,FRK,0,-1,train
H2AFZ,HIGD1A,0,-1,train
H2AFZ,HM13,0,-1,train
H2AFZ,HMGCR,0,-1,train
H2AFZ,ITM2C,0,-1,train
H2AFZ,KLHL12,0,-1,train
H2AFZ,KRR1,0,-1,train
H2AFZ,KRT18,1,0,train
H2AFZ,LBX2,0,-1,train
H2AFZ,LGALS1,1,0,train
H2AFZ,LRRC58,0,-1,train
H2AFZ,MAD2L2,0,-1,train
H2AFZ,MARK2,0,-1,train
H2AFZ,MC1R,0,-1,train
H2AFZ,MCAM,0,-1,train
H2AFZ,MCM8,0,-1,train
H2AFZ,METTL2A,0,-1,train
H2AFZ,MPC2,1,1,train
H2AFZ,MT-ATP8,0,-1,train
H2AFZ,MUL1,0,-1,train
H2AFZ,MYDGF,0,-1,train
H2AFZ,NACC1,0,-1,train
H2AFZ,NR1H3,0,-1,train
H2AFZ,NR5A1,0,-1,train
H2AFZ,NRTN,0,-1,train
H2AFZ,PCSK1N,1,1,train
H2AFZ,PLCD3,0,-1,train
H2AFZ,POLH,0,-1,train
H2AFZ,PPP2CB,0,-1,train
H2AFZ,PRKCI,0,-1,train
H2AFZ,PSMB5,0,-1,train
H2AFZ,RALBP1,0,-1,train
H2AFZ,RCBTB1,0,-1,train
H2AFZ,RFT1,0,-1,train
H2AFZ,RHOD,0,-1,train
H2AFZ,RNF10,0,-1,train
H2AFZ,RPL13,1,1,train
H2AFZ,RPL22L1,0,-1,train
H2AFZ,RPL26,1,1,train
H2AFZ,RPL28,1,1,train
H2AFZ,RPL7A,1,1,train
H2AFZ,RPS19,1,1,train
H2AFZ,RPS2,1,1,train
H2AFZ,RPS6,0,-1,train
H2AFZ,SLC23A2,0,-1,train
H2AFZ,SLC25A5,1,1,train
H2AFZ,SLC25A6,1,1,train
H2AFZ,SLC30A7,0,-1,train
H2AFZ,SLC41A3,0,-1,train
H2AFZ,SLC48A1,0,-1,train
H2AFZ,SOCS5,0,-1,train
H2AFZ,STBD1,0,-1,train
H2AFZ,TRAPPC2L,0,-1,train
H2AFZ,TRPM7,0,-1,train
H2AFZ,TSPAN7,0,-1,train
H2AFZ,U2SURP,0,-1,train
H2AFZ,UQCRQ,0,-1,train
H2AFZ,USP45,0,-1,train
H2AFZ,WDR1,0,-1,train
H2AFZ,WIPF2,0,-1,train
H2AFZ,ZBED3,0,-1,train
H2AFZ,ZBTB10,0,-1,train
H2AFZ,ZDHHC3,0,-1,train
H2AFZ,ZNF114,0,-1,train
H2AFZ,ZNF620,0,-1,train
HARS,ABI1,0,-1,train
HARS,ACTR1A,0,-1,train
HARS,AGXT,0,-1,train
HARS,AHCTF1,0,-1,train
HARS,ALDOA,0,-1,train
HARS,B4GALNT4,0,-1,train
HARS,BIN3,0,-1,train
HARS,BROX,0,-1,train
HARS,CALR,1,0,train
HARS,CASP4,0,-1,train
HARS,CC2D1A,0,-1,train
HARS,CEBPB,1,1,train
HARS,CIDEB,0,-1,train
HARS,CNIH4,0,-1,train
HARS,COQ7,0,-1,train
HARS,CRIM1,0,-1,train
HARS,CTBS,0,-1,train
HARS,DBI,1,0,train
HARS,DYNLL2,0,-1,train
HARS,EEF1A1,1,1,train
HARS,EEF1B2,1,1,train
HARS,EFNA4,0,-1,train
HARS,EIF1,1,1,train
HARS,EIF4EBP1,1,1,train
HARS,ERI1,0,-1,train
HARS,FAM162A,0,-1,train
HARS,FBXO28,0,-1,train
HARS,FBXO44,0,-1,train
HARS,GABARAPL2,0,-1,train
HARS,GAN,0,-1,train
HARS,GINM1,0,-1,train
HARS,GLIPR1,0,-1,train
HARS,IL13RA1,0,-1,train
HARS,ITFG2,0,-1,train
HARS,KDM4C,0,-1,train
HARS,LARGE2,0,-1,train
HARS,LGALS7B,0,-1,train
HARS,MARCKSL1,0,-1,train
HARS,MAU2,0,-1,train
HARS,MED15,0,-1,train
HARS,MFGE8,0,-1,train
HARS,MOCS3,0,-1,train
HARS,MPC2,0,-1,train
HARS,MT-CO2,1,0,train
HARS,MT-ND4,1,0,train
HARS,NCEH1,0,-1,train
HARS,NKAPD1,0,-1,train
HARS,NME3,0,-1,train
HARS,NSMCE3,0,-1,train
HARS,NUP35,0,-1,train
HARS,OFD1,0,-1,train
HARS,PANK3,0,-1,train
HARS,PARD3,0,-1,train
HARS,PEG10,1,0,train
HARS,PJA2,0,-1,train
HARS,PNRC2,0,-1,train
HARS,PON1,0,-1,train
HARS,PSMD6,0,-1,train
HARS,PTMA,1,0,train
HARS,PURA,0,-1,train
HARS,RAD54L,0,-1,train
HARS,RECQL5,0,-1,train
HARS,RETSAT,0,-1,train
HARS,RNASEH1,0,-1,train
HARS,RPL13,1,1,train
HARS,RPL26,1,1,train
HARS,RPL5,1,1,train
HARS,RPS18,1,1,train
HARS,RPS6,1,1,train
HARS,RRBP1,0,-1,train
HARS,SDCCAG8,0,-1,train
HARS,SEC24B,0,-1,train
HARS,SF3B4,0,-1,train
HARS,SLC17A5,0,-1,train
HARS,SLC25A38,0,-1,train
HARS,SLC41A3,0,-1,train
HARS,STIMATE,0,-1,train
HARS,STT3A,0,-1,train
HARS,SUGT1,0,-1,train
HARS,THG1L,0,-1,train
HARS,TMEM143,0,-1,train
HARS,TMEM38A,0,-1,train
HARS,TMEM51,0,-1,train
HARS,TPT1,1,1,train
HARS,TRAPPC6B,0,-1,train
HARS,TSR1,0,-1,train
HARS,TULP4,0,-1,train
HARS,UBQLN4,0,-1,train
HARS,UBR2,0,-1,train
HARS,USP18,0,-1,train
HARS,USP54,0,-1,train
HARS,USPL1,0,-1,train
HARS,VPS16,0,-1,train
HARS,ZNF281,0,-1,train
HARS,ZNF516,0,-1,train
HARS,ZNF761,0,-1,train
HARS,ZW10,0,-1,train
HAUS4,ADAR,0,-1,train
HAUS4,AIFM3,0,-1,train
HAUS4,AKR1C1,0,-1,train
HAUS4,ARFGEF2,0,-1,train
HAUS4,ARHGEF10L,0,-1,train
HAUS4,ARL4A,0,-1,train
HAUS4,ASF1B,0,-1,train
HAUS4,BABAM1,0,-1,train
HAUS4,BCR,0,-1,train
HAUS4,BLOC1S2,0,-1,train
HAUS4,CAND1,0,-1,train
HAUS4,CCDC22,0,-1,train
HAUS4,CCN2,0,-1,train
HAUS4,CDR2,0,-1,train
HAUS4,CHD8,0,-1,train
HAUS4,CREB3L3,0,-1,train
HAUS4,CRKL,0,-1,train
HAUS4,CSNK2A1,0,-1,train
HAUS4,CTPS2,0,-1,train
HAUS4,DBNL,0,-1,train
HAUS4,DNM1L,0,-1,train
HAUS4,DSG2,0,-1,train
HAUS4,ENKD1,0,-1,train
HAUS4,EOGT,0,-1,train
HAUS4,FAF2,0,-1,train
HAUS4,FAM136A,0,-1,train
HAUS4,GFM1,0,-1,train
HAUS4,GLG1,0,-1,train
HAUS4,GMEB2,0,-1,train
HAUS4,H2AFY,0,-1,train
HAUS4,HIST2H2AC,0,-1,train
HAUS4,HMCES,0,-1,train
HAUS4,HPCAL1,0,-1,train
HAUS4,IFT20,0,-1,train
HAUS4,IMMP1L,0,-1,train
HAUS4,INTS5,0,-1,train
HAUS4,ISG20,0,-1,train
HAUS4,ITCH,0,-1,train
HAUS4,KIF9,0,-1,train
HAUS4,KTI12,0,-1,train
HAUS4,KTN1,0,-1,train
HAUS4,LCK,0,-1,train
HAUS4,LRRFIP1,0,-1,train
HAUS4,MARVELD3,0,-1,train
HAUS4,MRPL21,0,-1,train
HAUS4,MSL3,0,-1,train
HAUS4,MTF2,0,-1,train
HAUS4,MYBL2,0,-1,train
HAUS4,NANP,0,-1,train
HAUS4,NCK2,0,-1,train
HAUS4,NDUFA11,0,-1,train
HAUS4,NOM1,0,-1,train
HAUS4,NOP10,0,-1,train
HAUS4,NSA2,0,-1,train
HAUS4,PCBD2,0,-1,train
HAUS4,PCSK6,0,-1,train
HAUS4,PHF8,0,-1,train
HAUS4,PLP2,0,-1,train
HAUS4,POLDIP3,0,-1,train
HAUS4,POLE,0,-1,train
HAUS4,POP4,0,-1,train
HAUS4,PPP2CB,0,-1,train
HAUS4,PPP2R3B,0,-1,train
HAUS4,PSMB6,0,-1,train
HAUS4,RCCD1,0,-1,train
HAUS4,RNF38,0,-1,train
HAUS4,RNPC3,0,-1,train
HAUS4,RPL11,0,-1,train
HAUS4,SCAMP1,0,-1,train
HAUS4,SIAH2,0,-1,train
HAUS4,SMIM3,0,-1,train
HAUS4,SUGP1,0,-1,train
HAUS4,TAOK2,0,-1,train
HAUS4,TMEM185B,0,-1,train
HAUS4,UBA6,0,-1,train
HAUS4,UBE2D3,0,-1,train
HAUS4,VAV2,0,-1,train
HAUS4,WWTR1,0,-1,train
HAUS4,XPNPEP1,0,-1,train
HAUS4,ZNF585A,0,-1,train
HBS1L,ABCC6,0,-1,train
HBS1L,ABCF3,0,-1,train
HBS1L,AGBL5,0,-1,train
HBS1L,ARIH2,0,-1,train
HBS1L,ATP6V0E1,0,-1,train
HBS1L,BCAP29,0,-1,train
HBS1L,C20orf96,0,-1,train
HBS1L,CALR,1,0,train
HBS1L,CD7,0,-1,train
HBS1L,CEP89,0,-1,train
HBS1L,CLIP2,0,-1,train
HBS1L,CLTA,0,-1,train
HBS1L,CREB3L3,0,-1,train
HBS1L,DEF6,0,-1,train
HBS1L,DHRS4,0,-1,train
HBS1L,DHX57,0,-1,train
HBS1L,DSG2,0,-1,train
HBS1L,DST,1,1,train
HBS1L,FAM162A,0,-1,train
HBS1L,FBXO28,0,-1,train
HBS1L,GLTP,0,-1,train
HBS1L,GTF2F2,0,-1,train
HBS1L,GTF3C4,0,-1,train
HBS1L,HSP90B1,0,-1,train
HBS1L,KIF2A,0,-1,train
HBS1L,LZIC,0,-1,train
HBS1L,MAGT1,0,-1,train
HBS1L,METTL21A,0,-1,train
HBS1L,MICAL3,0,-1,train
HBS1L,MIER2,0,-1,train
HBS1L,MMP15,0,-1,train
HBS1L,MRPL44,0,-1,train
HBS1L,MRPL9,0,-1,train
HBS1L,MTPAP,0,-1,train
HBS1L,NDUFAF6,0,-1,train
HBS1L,NIPBL,0,-1,train
HBS1L,NUBPL,0,-1,train
HBS1L,NUMA1,0,-1,train
HBS1L,OXSM,0,-1,train
HBS1L,PDHB,0,-1,train
HBS1L,PEPD,0,-1,train
HBS1L,PEX2,0,-1,train
HBS1L,PIGF,0,-1,train
HBS1L,PIGP,0,-1,train
HBS1L,POM121,0,-1,train
HBS1L,PPID,0,-1,train
HBS1L,PPP1R15B,0,-1,train
HBS1L,PPT1,0,-1,train
HBS1L,PRDX1,1,0,train
HBS1L,PRPS1,0,-1,train
HBS1L,QPRT,0,-1,train
HBS1L,RIC1,0,-1,train
HBS1L,RPS15,0,-1,train
HBS1L,RRM2B,0,-1,train
HBS1L,SAC3D1,0,-1,train
HBS1L,SCPEP1,0,-1,train
HBS1L,SEM1,0,-1,train
HBS1L,SKIL,0,-1,train
HBS1L,SLC16A4,0,-1,train
HBS1L,SLC22A23,0,-1,train
HBS1L,SLC26A6,0,-1,train
HBS1L,SLC2A11,0,-1,train
HBS1L,SLC39A6,0,-1,train
HBS1L,SMCO4,0,-1,train
HBS1L,SOCS7,0,-1,train
HBS1L,TASOR,0,-1,train
HBS1L,TDRD7,0,-1,train
HBS1L,THOC2,0,-1,train
HBS1L,TINAGL1,0,-1,train
HBS1L,TMED5,0,-1,train
HBS1L,TMEM216,0,-1,train
HBS1L,TMEM70,0,-1,train
HBS1L,TMSB10,1,1,train
HBS1L,TOMM6,1,0,train
HBS1L,TPRKB,0,-1,train
HBS1L,TRMT1,0,-1,train
HBS1L,TSPAN17,0,-1,train
HBS1L,TTLL12,0,-1,train
HBS1L,U2SURP,0,-1,train
HBS1L,WDR73,0,-1,train
HBS1L,ZBTB1,0,-1,train
HBS1L,ZNF37A,0,-1,train
HBS1L,ZNF91,0,-1,train
HCFC1,AAR2,0,-1,train
HCFC1,ACO1,0,-1,train
HCFC1,AGBL5,0,-1,train
HCFC1,AKAP11,0,-1,train
HCFC1,AKR1C1,1,1,train
HCFC1,ANAPC11,1,0,train
HCFC1,ASGR1,0,-1,train
HCFC1,AURKAIP1,0,-1,train
HCFC1,BIN3,0,-1,train
HCFC1,BLVRB,1,1,train
HCFC1,BRD2,0,-1,train
HCFC1,C1QBP,0,-1,train
HCFC1,C1orf198,0,-1,train
HCFC1,CASP7,0,-1,train
HCFC1,CCDC51,0,-1,train
HCFC1,CCDC88B,0,-1,train
HCFC1,DCLRE1A,0,-1,train
HCFC1,DNAJA2,0,-1,train
HCFC1,DNAJC10,0,-1,train
HCFC1,DNAJC17,0,-1,train
HCFC1,DYM,0,-1,train
HCFC1,EIF3K,0,-1,train
HCFC1,EPAS1,0,-1,train
HCFC1,FAM83D,0,-1,train
HCFC1,FASTKD3,0,-1,train
HCFC1,FBXO2,1,1,train
HCFC1,FTL,1,1,train
HCFC1,GEN1,0,-1,train
HCFC1,GLIPR1,0,-1,train
HCFC1,GLRX5,1,0,train
HCFC1,HACL1,0,-1,train
HCFC1,JMY,0,-1,train
HCFC1,KCNMB4,0,-1,train
HCFC1,KRTCAP2,0,-1,train
HCFC1,LEPROT,0,-1,train
HCFC1,MEAF6,0,-1,train
HCFC1,MED13L,0,-1,train
HCFC1,METTL17,0,-1,train
HCFC1,MIB2,0,-1,train
HCFC1,MMP24OS,0,-1,train
HCFC1,MORF4L1,0,-1,train
HCFC1,MPC1,1,0,train
HCFC1,MRPS26,1,0,train
HCFC1,MSL2,0,-1,train
HCFC1,MYORG,0,-1,train
HCFC1,MYSM1,0,-1,train
HCFC1,NAA38,1,1,train
HCFC1,NCOA7,0,-1,train
HCFC1,NET1,0,-1,train
HCFC1,NUSAP1,0,-1,train
HCFC1,OAZ1,0,-1,train
HCFC1,OPN3,0,-1,train
HCFC1,PHLDB3,0,-1,train
HCFC1,PIP5K1C,0,-1,train
HCFC1,PLGRKT,0,-1,train
HCFC1,PMAIP1,0,-1,train
HCFC1,PON3,0,-1,train
HCFC1,PPDPF,0,-1,train
HCFC1,PPP2CA,0,-1,train
HCFC1,PRR7,0,-1,train
HCFC1,PSAP,1,1,train
HCFC1,PTMA,1,0,train
HCFC1,PTPN23,0,-1,train
HCFC1,RAB20,0,-1,train
HCFC1,RAD51C,0,-1,train
HCFC1,RCN2,1,0,train
HCFC1,RNFT1,0,-1,train
HCFC1,ROGDI,0,-1,train
HCFC1,RPL9,0,-1,train
HCFC1,SCAMP4,0,-1,train
HCFC1,SHF,0,-1,train
HCFC1,SLC25A1,0,-1,train
HCFC1,SPRYD4,0,-1,train
HCFC1,SSB,0,-1,train
HCFC1,STIM2,0,-1,train
HCFC1,SYF2,0,-1,train
HCFC1,TCEA3,0,-1,train
HCFC1,TIPRL,0,-1,train
HCFC1,TMEM258,0,-1,train
HCFC1,TRIB3,0,-1,train
HCFC1,TRMT10B,0,-1,train
HCFC1,TUT1,0,-1,train
HCFC1,VKORC1L1,0,-1,train
HCFC1,XRCC5,0,-1,train
HCFC1,ZFYVE27,0,-1,train
HCFC1,ZHX2,0,-1,train
HDAC3,ACSL3,0,-1,train
HDAC3,AFDN,0,-1,train
HDAC3,AKAP10,0,-1,train
HDAC3,ARL3,0,-1,train
HDAC3,ASPHD1,0,-1,train
HDAC3,BMI1,0,-1,train
HDAC3,BST2,1,0,train
HDAC3,C17orf75,0,-1,train
HDAC3,CADM1,0,-1,train
HDAC3,CAVIN2,0,-1,train
HDAC3,CDC123,0,-1,train
HDAC3,CDK12,0,-1,train
HDAC3,CENPN,0,-1,train
HDAC3,CEP83,0,-1,train
HDAC3,CHCHD4,0,-1,train
HDAC3,CYP2W1,1,0,train
HDAC3,DCAF11,0,-1,train
HDAC3,DDX3Y,0,-1,train
HDAC3,DGCR2,0,-1,train
HDAC3,DONSON,0,-1,train
HDAC3,EMC3,0,-1,train
HDAC3,ERV3-1,0,-1,train
HDAC3,FAM83D,0,-1,train
HDAC3,FANCL,0,-1,train
HDAC3,FLNB,0,-1,train
HDAC3,FLYWCH1,0,-1,train
HDAC3,FUBP1,0,-1,train
HDAC3,G3BP2,0,-1,train
HDAC3,GEMIN5,0,-1,train
HDAC3,GLIPR1,0,-1,train
HDAC3,GPR160,0,-1,train
HDAC3,HDAC5,0,-1,train
HDAC3,HIST1H2AC,0,-1,train
HDAC3,HS3ST3B1,0,-1,train
HDAC3,IDS,0,-1,train
HDAC3,IFITM3,0,-1,train
HDAC3,ITPKC,0,-1,train
HDAC3,KCNC3,0,-1,train
HDAC3,KIF3C,0,-1,train
HDAC3,KRT18,1,1,train
HDAC3,KXD1,0,-1,train
HDAC3,MAP4K3,0,-1,train
HDAC3,MED17,0,-1,train
HDAC3,MICU2,0,-1,train
HDAC3,MPI,0,-1,train
HDAC3,MRM3,0,-1,train
HDAC3,MTF2,0,-1,train
HDAC3,NEU1,0,-1,train
HDAC3,NOL6,0,-1,train
HDAC3,NXN,0,-1,train
HDAC3,P4HA2,0,-1,train
HDAC3,PCED1A,0,-1,train
HDAC3,PFDN5,1,0,train
HDAC3,PIK3R4,0,-1,train
HDAC3,PLIN2,1,1,train
HDAC3,PTMS,1,0,train
HDAC3,REEP5,0,-1,train
HDAC3,RNGTT,0,-1,train
HDAC3,RPL32,0,-1,train
HDAC3,RPS15A,0,-1,train
HDAC3,RPS23,0,-1,train
HDAC3,RPS6KA1,0,-1,train
HDAC3,SCAI,0,-1,train
HDAC3,SLC2A1,1,1,train
HDAC3,SLC30A7,0,-1,train
HDAC3,SLC38A7,0,-1,train
HDAC3,SLC44A4,0,-1,train
HDAC3,SNHG32,0,-1,train
HDAC3,SNW1,0,-1,train
HDAC3,SNX1,0,-1,train
HDAC3,SP100,0,-1,train
HDAC3,SPCS3,0,-1,train
HDAC3,SRPK1,0,-1,train
HDAC3,TCOF1,0,-1,train
HDAC3,TDRD7,0,-1,train
HDAC3,TKT,0,-1,train
HDAC3,TM2D1,0,-1,train
HDAC3,TMEM86B,0,-1,train
HDAC3,TNFRSF21,0,-1,train
HDAC3,TSTD3,0,-1,train
HDAC3,TUBB3,0,-1,train
HDAC3,TUT4,0,-1,train
HDAC3,UBE2O,0,-1,train
HDAC3,UBR3,0,-1,train
HDAC3,UQCRQ,0,-1,train
HDAC3,UTRN,0,-1,train
HDAC3,WDR60,0,-1,train
HDAC3,WDR61,0,-1,train
HDAC3,XPOT,0,-1,train
HDAC3,ZNF330,0,-1,train
HDAC3,ZNF672,0,-1,train
HGS,ACAD11,0,-1,train
HGS,ACOT8,0,-1,train
HGS,AGRN,0,-1,train
HGS,AKIRIN1,0,-1,train
HGS,ALKBH1,0,-1,train
HGS,AMDHD2,0,-1,train
HGS,ANKRD28,0,-1,train
HGS,ATP11A,0,-1,train
HGS,BABAM1,0,-1,train
HGS,BET1L,0,-1,train
HGS,C1orf115,0,-1,train
HGS,CALR,1,0,train
HGS,CARMIL1,0,-1,train
HGS,CCNL2,0,-1,train
HGS,CEBPB,1,1,train
HGS,CENPK,0,-1,train
HGS,CHKB,0,-1,train
HGS,COA6,0,-1,train
HGS,COQ9,0,-1,train
HGS,CTTN,0,-1,train
HGS,CUL7,0,-1,train
HGS,DCTN6,0,-1,train
HGS,DDR1,0,-1,train
HGS,DDX39B,0,-1,train
HGS,DNAJC19,0,-1,train
HGS,DNM1L,0,-1,train
HGS,DPY19L4,0,-1,train
HGS,DYNLL2,0,-1,train
HGS,EDC3,0,-1,train
HGS,EIF1,1,1,train
HGS,FANCD2,0,-1,train
HGS,FAXDC2,0,-1,train
HGS,FKBP8,0,-1,train
HGS,FTH1,1,1,train
HGS,HMGB1,1,0,train
HGS,HYAL2,0,-1,train
HGS,IARS2,0,-1,train
HGS,ICMT,0,-1,train
HGS,INTS2,0,-1,train
HGS,LETM2,0,-1,train
HGS,LMBRD1,0,-1,train
HGS,LRRC75A,0,-1,train
HGS,MORC2,0,-1,train
HGS,MORN2,0,-1,train
HGS,MRPL23,0,-1,train
HGS,MT-ATP6,1,0,train
HGS,MT-ND1,1,0,train
HGS,MT-ND3,1,0,train
HGS,MYBBP1A,0,-1,train
HGS,NAE1,0,-1,train
HGS,NCOA6,0,-1,train
HGS,NDUFB9,0,-1,train
HGS,NF1,0,-1,train
HGS,NOMO1,0,-1,train
HGS,NPDC1,0,-1,train
HGS,NRCAM,0,-1,train
HGS,NUDT3,0,-1,train
HGS,PARPBP,0,-1,train
HGS,PCBD2,0,-1,train
HGS,PCNT,0,-1,train
HGS,PLK3,0,-1,train
HGS,POLR1A,0,-1,train
HGS,PPP1R15A,1,1,train
HGS,PPP1R16A,0,-1,train
HGS,PREB,0,-1,train
HGS,PSD4,0,-1,train
HGS,PTMA,1,0,train
HGS,PTRH2,0,-1,train
HGS,RAB5B,0,-1,train
HGS,RABAC1,0,-1,train
HGS,RABGGTA,0,-1,train
HGS,RBM28,0,-1,train
HGS,RNF220,0,-1,train
HGS,S100A1,1,0,train
HGS,SLC35A2,0,-1,train
HGS,SNRPF,1,0,train
HGS,SPG11,0,-1,train
HGS,SQSTM1,1,1,train
HGS,TAF13,0,-1,train
HGS,TJAP1,0,-1,train
HGS,TLCD5,0,-1,train
HGS,TMED2,0,-1,train
HGS,TPT1,1,1,train
HGS,TTC7A,0,-1,train
HGS,TTLL5,0,-1,train
HGS,UBC,1,1,train
HGS,URI1,0,-1,train
HGS,USP5,0,-1,train
HGS,VAC14,0,-1,train
HGS,VAMP2,0,-1,train
HGS,VPS25,0,-1,train
HGS,ZBTB10,0,-1,train
HGS,ZNF598,0,-1,train
HIPK1,ABCC11,0,-1,train
HIPK1,ACTR8,0,-1,train
HIPK1,ADH5,0,-1,train
HIPK1,ANKRD10,0,-1,train
HIPK1,ANKRD39,0,-1,train
HIPK1,ANLN,0,-1,train
HIPK1,ARF4,0,-1,train
HIPK1,ATP7B,0,-1,train
HIPK1,AURKAIP1,0,-1,train
HIPK1,CASP7,0,-1,train
HIPK1,CBX6,0,-1,train
HIPK1,CENPB,0,-1,train
HIPK1,DCTN4,0,-1,train
HIPK1,DHRS4-AS1,0,-1,train
HIPK1,DICER1,0,-1,train
HIPK1,DLGAP5,0,-1,train
HIPK1,DNAJC30,0,-1,train
HIPK1,DNMT1,0,-1,train
HIPK1,DUSP6,0,-1,train
HIPK1,ELP6,0,-1,train
HIPK1,ENAH,0,-1,train
HIPK1,FAM174A,0,-1,train
HIPK1,FAM241A,0,-1,train
HIPK1,FBL,1,0,train
HIPK1,FLII,0,-1,train
HIPK1,FMNL2,0,-1,train
HIPK1,FN3K,0,-1,train
HIPK1,FOXC1,0,-1,train
HIPK1,FUT10,0,-1,train
HIPK1,GDPD5,0,-1,train
HIPK1,HIBCH,0,-1,train
HIPK1,IMP4,0,-1,train
HIPK1,KHDRBS3,0,-1,train
HIPK1,KIAA1143,0,-1,train
HIPK1,LGALS7B,0,-1,train
HIPK1,LRP8,0,-1,train
HIPK1,MAGED1,0,-1,train
HIPK1,MAGT1,0,-1,train
HIPK1,MAP3K3,0,-1,train
HIPK1,METTL4,0,-1,train
HIPK1,MKS1,0,-1,train
HIPK1,MRPL47,0,-1,train
HIPK1,MRPS14,0,-1,train
HIPK1,MRTFB,0,-1,train
HIPK1,MYRF,0,-1,train
HIPK1,N4BP1,0,-1,train
HIPK1,NAA35,0,-1,train
HIPK1,NEK4,0,-1,train
