pert,gene,label,split
ELP4,14-erythroid differentiation,1,train
ELP4,15-proteasome genes,1,train
ELP4,17-myeloid differentiation,1,train
ELP4,18-cell cycle,0,train
ELP4,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ELP4,20-cell cycle,0,train
ELP4,21-growth signaling,0,train
ELP4,22-growth and targets of Myc,1,train
ELP4,23-hnRNP genes,1,train
ELP4,24-growth and targets of Myc,1,train
ELP4,3-unfolded protein response,1,train
ELP4,6-dysregulated lncRNA/antisense transcripts,0,train
ELP4,7-translation,1,train
ELP4,8-translation,0,train
ELP4,9-translation,1,train
ELP5,10-unfolded protein response and mTORC1 signaling,1,train
ELP5,11-unfolded protein response and mTORC1 signaling,0,train
ELP5,12-oxidative phosphorylation,0,train
ELP5,13-erythroid differentiation,1,train
ELP5,18-cell cycle,0,train
ELP5,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ELP5,21-growth signaling,0,train
ELP5,22-growth and targets of Myc,0,train
ELP5,24-growth and targets of Myc,1,train
ELP5,3-unfolded protein response,1,train
ELP5,6-dysregulated lncRNA/antisense transcripts,0,train
ELP5,7-translation,1,train
ELP5,8-translation,1,train
ELP5,9-translation,1,train
EMG1,10-unfolded protein response and mTORC1 signaling,0,train
EMG1,11-unfolded protein response and mTORC1 signaling,1,train
EMG1,12-oxidative phosphorylation,0,train
EMG1,13-erythroid differentiation,0,train
EMG1,14-erythroid differentiation,0,train
EMG1,16-NFkB signaling,0,train
EMG1,17-myeloid differentiation,0,train
EMG1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EMG1,20-cell cycle,1,train
EMG1,21-growth signaling,1,train
EMG1,22-growth and targets of Myc,1,train
EMG1,23-hnRNP genes,0,train
EMG1,24-growth and targets of Myc,0,train
EMG1,3-unfolded protein response,0,train
EMG1,6-dysregulated lncRNA/antisense transcripts,1,train
EMG1,7-translation,1,train
EMG1,8-translation,1,train
EMG1,9-translation,1,train
EML3,11-unfolded protein response and mTORC1 signaling,1,train
EML3,12-oxidative phosphorylation,0,train
EML3,13-erythroid differentiation,1,train
EML3,14-erythroid differentiation,1,train
EML3,18-cell cycle,0,train
EML3,20-cell cycle,0,train
EML3,21-growth signaling,0,train
EML3,22-growth and targets of Myc,0,train
EML3,24-growth and targets of Myc,1,train
EML3,3-unfolded protein response,0,train
EML3,8-translation,0,train
EML3,9-translation,0,train
ENO1,10-unfolded protein response and mTORC1 signaling,1,train
ENO1,11-unfolded protein response and mTORC1 signaling,1,train
ENO1,12-oxidative phosphorylation,1,train
ENO1,13-erythroid differentiation,1,train
ENO1,14-erythroid differentiation,1,train
ENO1,15-proteasome genes,1,train
ENO1,16-NFkB signaling,0,train
ENO1,17-myeloid differentiation,1,train
ENO1,18-cell cycle,1,train
ENO1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ENO1,22-growth and targets of Myc,0,train
ENO1,23-hnRNP genes,1,train
ENO1,24-growth and targets of Myc,1,train
ENO1,3-unfolded protein response,1,train
ENO1,6-dysregulated lncRNA/antisense transcripts,0,train
ENO1,7-translation,1,train
ENO1,8-translation,1,train
ENO1,9-translation,1,train
ENY2,11-unfolded protein response and mTORC1 signaling,1,train
ENY2,12-oxidative phosphorylation,0,train
ENY2,13-erythroid differentiation,1,train
ENY2,14-erythroid differentiation,1,train
ENY2,16-NFkB signaling,1,train
ENY2,17-myeloid differentiation,1,train
ENY2,18-cell cycle,0,train
ENY2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ENY2,20-cell cycle,0,train
ENY2,21-growth signaling,0,train
ENY2,22-growth and targets of Myc,1,train
ENY2,23-hnRNP genes,1,train
ENY2,24-growth and targets of Myc,1,train
ENY2,3-unfolded protein response,1,train
ENY2,6-dysregulated lncRNA/antisense transcripts,1,train
ENY2,7-translation,0,train
ENY2,8-translation,0,train
EP300,10-unfolded protein response and mTORC1 signaling,0,train
EP300,11-unfolded protein response and mTORC1 signaling,0,train
EP300,13-erythroid differentiation,1,train
EP300,14-erythroid differentiation,0,train
EP300,15-proteasome genes,0,train
EP300,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
EP300,20-cell cycle,0,train
EP300,22-growth and targets of Myc,1,train
EP300,7-translation,0,train
EP300,8-translation,1,train
EP300,9-translation,0,train
EP400,11-unfolded protein response and mTORC1 signaling,1,train
EP400,12-oxidative phosphorylation,0,train
EP400,13-erythroid differentiation,1,train
EP400,14-erythroid differentiation,1,train
EP400,16-NFkB signaling,1,train
EP400,17-myeloid differentiation,1,train
EP400,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EP400,22-growth and targets of Myc,1,train
EP400,23-hnRNP genes,1,train
EP400,24-growth and targets of Myc,1,train
EP400,3-unfolded protein response,1,train
EP400,6-dysregulated lncRNA/antisense transcripts,0,train
EP400,7-translation,1,train
EP400,8-translation,1,train
EP400,9-translation,1,train
EPRS,10-unfolded protein response and mTORC1 signaling,1,train
EPRS,12-oxidative phosphorylation,1,train
EPRS,13-erythroid differentiation,1,train
EPRS,14-erythroid differentiation,1,train
EPRS,15-proteasome genes,1,train
EPRS,18-cell cycle,1,train
EPRS,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EPRS,20-cell cycle,1,train
EPRS,21-growth signaling,0,train
EPRS,22-growth and targets of Myc,1,train
EPRS,23-hnRNP genes,1,train
EPRS,24-growth and targets of Myc,1,train
EPRS,6-dysregulated lncRNA/antisense transcripts,0,train
EPRS,7-translation,1,train
EPRS,8-translation,0,train
EPRS,9-translation,1,train
EPS8L1,11-unfolded protein response and mTORC1 signaling,1,train
EPS8L1,13-erythroid differentiation,0,train
EPS8L1,14-erythroid differentiation,1,train
EPS8L1,15-proteasome genes,1,train
EPS8L1,16-NFkB signaling,0,train
EPS8L1,17-myeloid differentiation,0,train
EPS8L1,18-cell cycle,0,train
EPS8L1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EPS8L1,20-cell cycle,0,train
EPS8L1,22-growth and targets of Myc,1,train
EPS8L1,23-hnRNP genes,0,train
EPS8L1,24-growth and targets of Myc,1,train
EPS8L1,6-dysregulated lncRNA/antisense transcripts,0,train
EPS8L1,7-translation,1,train
EPS8L1,8-translation,1,train
EPS8L1,9-translation,1,train
ERAL1,10-unfolded protein response and mTORC1 signaling,1,train
ERAL1,11-unfolded protein response and mTORC1 signaling,1,train
ERAL1,12-oxidative phosphorylation,0,train
ERAL1,13-erythroid differentiation,0,train
ERAL1,14-erythroid differentiation,0,train
ERAL1,15-proteasome genes,1,train
ERAL1,16-NFkB signaling,0,train
ERAL1,17-myeloid differentiation,1,train
ERAL1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ERAL1,20-cell cycle,0,train
ERAL1,21-growth signaling,0,train
ERAL1,22-growth and targets of Myc,0,train
ERAL1,24-growth and targets of Myc,1,train
ERAL1,3-unfolded protein response,0,train
ERAL1,6-dysregulated lncRNA/antisense transcripts,0,train
ERAL1,7-translation,1,train
ERAL1,8-translation,1,train
ERAL1,9-translation,1,train
ERCC3,10-unfolded protein response and mTORC1 signaling,1,train
ERCC3,11-unfolded protein response and mTORC1 signaling,1,train
ERCC3,12-oxidative phosphorylation,0,train
ERCC3,13-erythroid differentiation,1,train
ERCC3,14-erythroid differentiation,1,train
ERCC3,15-proteasome genes,1,train
ERCC3,16-NFkB signaling,1,train
ERCC3,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ERCC3,21-growth signaling,0,train
ERCC3,22-growth and targets of Myc,1,train
ERCC3,24-growth and targets of Myc,1,train
ERCC3,3-unfolded protein response,0,train
ERCC3,6-dysregulated lncRNA/antisense transcripts,0,train
ERCC3,7-translation,0,train
ERCC3,8-translation,1,train
ERCC3,9-translation,1,train
ERLEC1,10-unfolded protein response and mTORC1 signaling,0,train
ERLEC1,11-unfolded protein response and mTORC1 signaling,0,train
ERLEC1,13-erythroid differentiation,0,train
ERLEC1,14-erythroid differentiation,1,train
ERLEC1,16-NFkB signaling,0,train
ERLEC1,17-myeloid differentiation,1,train
ERLEC1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ERLEC1,21-growth signaling,1,train
ERLEC1,24-growth and targets of Myc,0,train
ERLEC1,3-unfolded protein response,1,train
ERLEC1,7-translation,0,train
ERLEC1,8-translation,0,train
ERLEC1,9-translation,0,train
ESF1,14-erythroid differentiation,0,train
ESF1,16-NFkB signaling,0,train
ESF1,18-cell cycle,0,train
ESF1,20-cell cycle,0,train
ESF1,21-growth signaling,1,train
ESF1,22-growth and targets of Myc,0,train
ESF1,24-growth and targets of Myc,0,train
ESF1,3-unfolded protein response,0,train
ESF1,7-translation,1,train
ESF1,8-translation,1,train
ESF1,9-translation,1,train
ESYT2,10-unfolded protein response and mTORC1 signaling,0,train
ESYT2,11-unfolded protein response and mTORC1 signaling,1,train
ESYT2,13-erythroid differentiation,1,train
ESYT2,14-erythroid differentiation,0,train
ESYT2,16-NFkB signaling,1,train
ESYT2,17-myeloid differentiation,0,train
ESYT2,18-cell cycle,0,train
ESYT2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ESYT2,20-cell cycle,1,train
ESYT2,21-growth signaling,0,train
ESYT2,23-hnRNP genes,1,train
ESYT2,24-growth and targets of Myc,1,train
ESYT2,3-unfolded protein response,0,train
ESYT2,6-dysregulated lncRNA/antisense transcripts,0,train
ESYT2,7-translation,0,train
ESYT2,8-translation,0,train
ETF1,10-unfolded protein response and mTORC1 signaling,1,train
ETF1,11-unfolded protein response and mTORC1 signaling,1,train
ETF1,12-oxidative phosphorylation,0,train
ETF1,13-erythroid differentiation,1,train
ETF1,14-erythroid differentiation,0,train
ETF1,15-proteasome genes,1,train
ETF1,16-NFkB signaling,0,train
ETF1,17-myeloid differentiation,1,train
ETF1,18-cell cycle,1,train
ETF1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ETF1,22-growth and targets of Myc,1,train
ETF1,23-hnRNP genes,1,train
ETF1,24-growth and targets of Myc,1,train
ETF1,7-translation,1,train
ETF1,8-translation,0,train
ETF1,9-translation,1,train
ETS2,10-unfolded protein response and mTORC1 signaling,0,train
ETS2,11-unfolded protein response and mTORC1 signaling,1,train
ETS2,12-oxidative phosphorylation,1,train
ETS2,13-erythroid differentiation,0,train
ETS2,14-erythroid differentiation,0,train
ETS2,15-proteasome genes,1,train
ETS2,16-NFkB signaling,0,train
ETS2,17-myeloid differentiation,1,train
ETS2,18-cell cycle,1,train
ETS2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ETS2,23-hnRNP genes,1,train
ETS2,24-growth and targets of Myc,1,train
ETS2,6-dysregulated lncRNA/antisense transcripts,1,train
ETS2,7-translation,0,train
ETS2,8-translation,0,train
ETS2,9-translation,0,train
ETV4,10-unfolded protein response and mTORC1 signaling,0,train
ETV4,11-unfolded protein response and mTORC1 signaling,1,train
ETV4,13-erythroid differentiation,0,train
ETV4,14-erythroid differentiation,1,train
ETV4,15-proteasome genes,1,train
ETV4,16-NFkB signaling,1,train
ETV4,17-myeloid differentiation,1,train
ETV4,18-cell cycle,1,train
ETV4,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ETV4,20-cell cycle,1,train
ETV4,22-growth and targets of Myc,1,train
ETV4,23-hnRNP genes,1,train
ETV4,24-growth and targets of Myc,1,train
ETV4,3-unfolded protein response,1,train
ETV4,6-dysregulated lncRNA/antisense transcripts,1,train
ETV4,7-translation,1,train
ETV4,8-translation,1,train
ETV4,9-translation,1,train
EXOC1,11-unfolded protein response and mTORC1 signaling,0,train
EXOC1,12-oxidative phosphorylation,0,train
EXOC1,14-erythroid differentiation,1,train
EXOC1,16-NFkB signaling,0,train
EXOC1,18-cell cycle,0,train
EXOC1,21-growth signaling,0,train
EXOC1,23-hnRNP genes,1,train
EXOC1,24-growth and targets of Myc,1,train
EXOC1,3-unfolded protein response,0,train
EXOC1,6-dysregulated lncRNA/antisense transcripts,0,train
EXOC1,8-translation,0,train
EXOC4,10-unfolded protein response and mTORC1 signaling,0,train
EXOC4,11-unfolded protein response and mTORC1 signaling,0,train
EXOC4,12-oxidative phosphorylation,1,train
EXOC4,13-erythroid differentiation,1,train
EXOC4,14-erythroid differentiation,1,train
EXOC4,15-proteasome genes,1,train
EXOC4,16-NFkB signaling,1,train
EXOC4,17-myeloid differentiation,0,train
EXOC4,18-cell cycle,0,train
EXOC4,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EXOC4,20-cell cycle,0,train
EXOC4,21-growth signaling,0,train
EXOC4,22-growth and targets of Myc,1,train
EXOC4,23-hnRNP genes,1,train
EXOC4,24-growth and targets of Myc,1,train
EXOC4,3-unfolded protein response,0,train
EXOC4,6-dysregulated lncRNA/antisense transcripts,1,train
EXOC4,7-translation,1,train
EXOC4,8-translation,1,train
EXOC4,9-translation,1,train
EXOSC1,10-unfolded protein response and mTORC1 signaling,0,train
EXOSC1,11-unfolded protein response and mTORC1 signaling,0,train
EXOSC1,13-erythroid differentiation,1,train
EXOSC1,15-proteasome genes,0,train
EXOSC1,17-myeloid differentiation,0,train
EXOSC1,18-cell cycle,0,train
EXOSC1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
EXOSC1,23-hnRNP genes,0,train
EXOSC1,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC1,7-translation,1,train
EXOSC1,8-translation,1,train
EXOSC1,9-translation,0,train
EXOSC10,10-unfolded protein response and mTORC1 signaling,0,train
EXOSC10,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC10,13-erythroid differentiation,0,train
EXOSC10,14-erythroid differentiation,0,train
EXOSC10,16-NFkB signaling,0,train
EXOSC10,18-cell cycle,0,train
EXOSC10,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
EXOSC10,20-cell cycle,1,train
EXOSC10,21-growth signaling,1,train
EXOSC10,22-growth and targets of Myc,1,train
EXOSC10,23-hnRNP genes,0,train
EXOSC10,3-unfolded protein response,0,train
EXOSC10,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC10,7-translation,1,train
EXOSC10,8-translation,1,train
EXOSC10,9-translation,1,train
EXOSC2,10-unfolded protein response and mTORC1 signaling,1,train
EXOSC2,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC2,13-erythroid differentiation,1,train
EXOSC2,14-erythroid differentiation,1,train
EXOSC2,15-proteasome genes,1,train
EXOSC2,17-myeloid differentiation,1,train
EXOSC2,18-cell cycle,1,train
EXOSC2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EXOSC2,20-cell cycle,1,train
EXOSC2,21-growth signaling,1,train
EXOSC2,22-growth and targets of Myc,1,train
EXOSC2,24-growth and targets of Myc,1,train
EXOSC2,3-unfolded protein response,1,train
EXOSC2,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC2,7-translation,1,train
EXOSC2,8-translation,1,train
EXOSC2,9-translation,1,train
EXOSC3,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC3,12-oxidative phosphorylation,0,train
EXOSC3,14-erythroid differentiation,1,train
EXOSC3,15-proteasome genes,1,train
EXOSC3,16-NFkB signaling,0,train
EXOSC3,17-myeloid differentiation,1,train
EXOSC3,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EXOSC3,21-growth signaling,0,train
EXOSC3,22-growth and targets of Myc,1,train
EXOSC3,24-growth and targets of Myc,1,train
EXOSC3,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC3,7-translation,1,train
EXOSC3,8-translation,1,train
EXOSC3,9-translation,1,train
EXOSC5,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC5,14-erythroid differentiation,1,train
EXOSC5,18-cell cycle,0,train
EXOSC5,21-growth signaling,1,train
EXOSC5,22-growth and targets of Myc,1,train
EXOSC5,23-hnRNP genes,0,train
EXOSC5,24-growth and targets of Myc,1,train
EXOSC5,3-unfolded protein response,0,train
EXOSC5,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC5,7-translation,1,train
EXOSC5,8-translation,1,train
EXOSC5,9-translation,1,train
EXOSC6,10-unfolded protein response and mTORC1 signaling,0,train
EXOSC6,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC6,12-oxidative phosphorylation,0,train
EXOSC6,14-erythroid differentiation,1,train
EXOSC6,15-proteasome genes,1,train
EXOSC6,16-NFkB signaling,0,train
EXOSC6,17-myeloid differentiation,1,train
EXOSC6,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EXOSC6,20-cell cycle,0,train
EXOSC6,21-growth signaling,1,train
EXOSC6,22-growth and targets of Myc,1,train
EXOSC6,23-hnRNP genes,0,train
EXOSC6,24-growth and targets of Myc,1,train
EXOSC6,3-unfolded protein response,1,train
EXOSC6,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC6,7-translation,1,train
EXOSC6,8-translation,1,train
EXOSC6,9-translation,1,train
EXOSC7,10-unfolded protein response and mTORC1 signaling,0,train
EXOSC7,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC7,13-erythroid differentiation,0,train
EXOSC7,15-proteasome genes,0,train
EXOSC7,17-myeloid differentiation,0,train
EXOSC7,18-cell cycle,0,train
EXOSC7,21-growth signaling,0,train
EXOSC7,22-growth and targets of Myc,1,train
EXOSC7,23-hnRNP genes,0,train
EXOSC7,3-unfolded protein response,0,train
EXOSC7,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC7,7-translation,1,train
EXOSC7,8-translation,1,train
EXOSC7,9-translation,1,train
EXOSC8,11-unfolded protein response and mTORC1 signaling,1,train
EXOSC8,12-oxidative phosphorylation,0,train
EXOSC8,13-erythroid differentiation,0,train
EXOSC8,14-erythroid differentiation,1,train
EXOSC8,15-proteasome genes,1,train
EXOSC8,16-NFkB signaling,0,train
EXOSC8,17-myeloid differentiation,1,train
EXOSC8,18-cell cycle,1,train
EXOSC8,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
EXOSC8,20-cell cycle,1,train
EXOSC8,22-growth and targets of Myc,1,train
EXOSC8,23-hnRNP genes,1,train
EXOSC8,24-growth and targets of Myc,1,train
EXOSC8,3-unfolded protein response,1,train
EXOSC8,6-dysregulated lncRNA/antisense transcripts,1,train
EXOSC8,7-translation,1,train
EXOSC8,8-translation,1,train
EXOSC8,9-translation,1,train
FAM102B,10-unfolded protein response and mTORC1 signaling,1,train
FAM102B,11-unfolded protein response and mTORC1 signaling,0,train
FAM102B,12-oxidative phosphorylation,0,train
FAM102B,13-erythroid differentiation,0,train
FAM102B,14-erythroid differentiation,1,train
FAM102B,15-proteasome genes,0,train
FAM102B,16-NFkB signaling,1,train
FAM102B,17-myeloid differentiation,0,train
FAM102B,18-cell cycle,0,train
FAM102B,20-cell cycle,0,train
FAM102B,22-growth and targets of Myc,1,train
FAM102B,23-hnRNP genes,0,train
FAM102B,3-unfolded protein response,0,train
FAM102B,7-translation,1,train
FAM102B,8-translation,1,train
FAM102B,9-translation,1,train
FAM120C,15-proteasome genes,0,train
FAM120C,16-NFkB signaling,0,train
FAM120C,20-cell cycle,0,train
FAM120C,21-growth signaling,0,train
FAM120C,22-growth and targets of Myc,0,train
FAM120C,7-translation,0,train
FAM120C,8-translation,0,train
FAM120C,9-translation,0,train
FAM122A,10-unfolded protein response and mTORC1 signaling,0,train
FAM122A,12-oxidative phosphorylation,0,train
FAM122A,13-erythroid differentiation,1,train
FAM122A,14-erythroid differentiation,1,train
FAM122A,17-myeloid differentiation,1,train
FAM122A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FAM122A,20-cell cycle,0,train
FAM122A,21-growth signaling,0,train
FAM122A,23-hnRNP genes,0,train
FAM122A,6-dysregulated lncRNA/antisense transcripts,0,train
FAM122A,7-translation,1,train
FAM122A,9-translation,0,train
FAM136A,10-unfolded protein response and mTORC1 signaling,1,train
FAM136A,11-unfolded protein response and mTORC1 signaling,1,train
FAM136A,12-oxidative phosphorylation,0,train
FAM136A,13-erythroid differentiation,0,train
FAM136A,14-erythroid differentiation,1,train
FAM136A,15-proteasome genes,1,train
FAM136A,16-NFkB signaling,0,train
FAM136A,18-cell cycle,1,train
FAM136A,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
FAM136A,20-cell cycle,1,train
FAM136A,21-growth signaling,0,train
FAM136A,22-growth and targets of Myc,1,train
FAM136A,23-hnRNP genes,1,train
FAM136A,24-growth and targets of Myc,1,train
FAM136A,3-unfolded protein response,0,train
FAM136A,6-dysregulated lncRNA/antisense transcripts,0,train
FAM136A,7-translation,1,train
FAM136A,8-translation,1,train
FAM136A,9-translation,1,train
FAM185A,10-unfolded protein response and mTORC1 signaling,0,train
FAM185A,12-oxidative phosphorylation,0,train
FAM185A,13-erythroid differentiation,0,train
FAM185A,15-proteasome genes,0,train
FAM185A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FAM185A,21-growth signaling,0,train
FAM185A,22-growth and targets of Myc,0,train
FAM185A,23-hnRNP genes,0,train
FAM185A,9-translation,0,train
FAM50A,11-unfolded protein response and mTORC1 signaling,0,train
FAM50A,12-oxidative phosphorylation,1,train
FAM50A,13-erythroid differentiation,0,train
FAM50A,15-proteasome genes,1,train
FAM50A,16-NFkB signaling,1,train
FAM50A,17-myeloid differentiation,1,train
FAM50A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FAM50A,23-hnRNP genes,1,train
FAM50A,3-unfolded protein response,0,train
FAM50A,6-dysregulated lncRNA/antisense transcripts,1,train
FAM50A,7-translation,0,train
FAM83A,11-unfolded protein response and mTORC1 signaling,0,train
FAM83A,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FAM83A,20-cell cycle,0,train
FAM83A,23-hnRNP genes,0,train
FAM83A,24-growth and targets of Myc,0,train
FAM83A,3-unfolded protein response,0,train
FAM83A,6-dysregulated lncRNA/antisense transcripts,0,train
FAM83A,8-translation,0,train
FAM98B,10-unfolded protein response and mTORC1 signaling,1,train
FAM98B,11-unfolded protein response and mTORC1 signaling,1,train
FAM98B,14-erythroid differentiation,0,train
FAM98B,15-proteasome genes,0,train
FAM98B,16-NFkB signaling,0,train
FAM98B,17-myeloid differentiation,0,train
FAM98B,18-cell cycle,0,train
FAM98B,20-cell cycle,0,train
FAM98B,21-growth signaling,0,train
FAM98B,6-dysregulated lncRNA/antisense transcripts,0,train
FAM98B,7-translation,1,train
FAM98B,9-translation,0,train
FARSA,10-unfolded protein response and mTORC1 signaling,1,train
FARSA,11-unfolded protein response and mTORC1 signaling,1,train
FARSA,12-oxidative phosphorylation,1,train
FARSA,13-erythroid differentiation,1,train
FARSA,14-erythroid differentiation,0,train
FARSA,15-proteasome genes,1,train
FARSA,16-NFkB signaling,0,train
FARSA,18-cell cycle,1,train
FARSA,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
FARSA,20-cell cycle,1,train
FARSA,21-growth signaling,0,train
FARSA,22-growth and targets of Myc,1,train
FARSA,23-hnRNP genes,1,train
FARSA,24-growth and targets of Myc,1,train
FARSA,3-unfolded protein response,0,train
FARSA,6-dysregulated lncRNA/antisense transcripts,1,train
FARSA,7-translation,1,train
FARSA,8-translation,1,train
FARSA,9-translation,1,train
FARSB,10-unfolded protein response and mTORC1 signaling,1,train
FARSB,11-unfolded protein response and mTORC1 signaling,1,train
FARSB,12-oxidative phosphorylation,1,train
FARSB,13-erythroid differentiation,1,train
FARSB,15-proteasome genes,1,train
FARSB,16-NFkB signaling,1,train
FARSB,17-myeloid differentiation,0,train
FARSB,18-cell cycle,1,train
FARSB,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
FARSB,20-cell cycle,1,train
FARSB,22-growth and targets of Myc,1,train
FARSB,23-hnRNP genes,1,train
FARSB,24-growth and targets of Myc,1,train
FARSB,3-unfolded protein response,0,train
FARSB,6-dysregulated lncRNA/antisense transcripts,1,train
FARSB,7-translation,1,train
FARSB,8-translation,0,train
FARSB,9-translation,1,train
FASN,10-unfolded protein response and mTORC1 signaling,0,train
FASN,11-unfolded protein response and mTORC1 signaling,1,train
FASN,12-oxidative phosphorylation,0,train
FASN,13-erythroid differentiation,1,train
FASN,14-erythroid differentiation,1,train
FASN,15-proteasome genes,0,train
FASN,16-NFkB signaling,0,train
FASN,17-myeloid differentiation,0,train
FASN,18-cell cycle,0,train
FASN,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
FASN,20-cell cycle,0,train
FASN,21-growth signaling,0,train
FASN,22-growth and targets of Myc,1,train
FASN,23-hnRNP genes,0,train
FASN,6-dysregulated lncRNA/antisense transcripts,0,train
FASN,7-translation,1,train
FASN,8-translation,1,train
FASTK,10-unfolded protein response and mTORC1 signaling,0,train
FASTK,11-unfolded protein response and mTORC1 signaling,0,train
FASTK,12-oxidative phosphorylation,0,train
FASTK,13-erythroid differentiation,1,train
FASTK,14-erythroid differentiation,1,train
FASTK,15-proteasome genes,0,train
FASTK,16-NFkB signaling,1,train
FASTK,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FASTK,20-cell cycle,0,train
FASTK,23-hnRNP genes,0,train
FASTK,24-growth and targets of Myc,0,train
FASTK,3-unfolded protein response,0,train
FASTK,6-dysregulated lncRNA/antisense transcripts,0,train
FASTK,9-translation,1,train
FBL,11-unfolded protein response and mTORC1 signaling,1,train
FBL,12-oxidative phosphorylation,1,train
FBL,14-erythroid differentiation,1,train
FBL,15-proteasome genes,1,train
FBL,16-NFkB signaling,1,train
FBL,17-myeloid differentiation,0,train
FBL,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FBL,20-cell cycle,1,train
FBL,21-growth signaling,1,train
FBL,22-growth and targets of Myc,1,train
FBL,23-hnRNP genes,1,train
FBL,24-growth and targets of Myc,1,train
FBL,3-unfolded protein response,1,train
FBL,6-dysregulated lncRNA/antisense transcripts,0,train
FBL,7-translation,1,train
FBL,8-translation,1,train
FBL,9-translation,1,train
FBRS,12-oxidative phosphorylation,0,train
FBRS,13-erythroid differentiation,1,train
FBRS,14-erythroid differentiation,1,train
FBRS,15-proteasome genes,0,train
FBRS,16-NFkB signaling,0,train
FBRS,17-myeloid differentiation,0,train
FBRS,18-cell cycle,0,train
FBRS,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FBRS,20-cell cycle,0,train
FBRS,23-hnRNP genes,0,train
FBRS,6-dysregulated lncRNA/antisense transcripts,0,train
FBRS,7-translation,1,train
FBRS,8-translation,1,train
FBXL14,11-unfolded protein response and mTORC1 signaling,1,train
FBXL14,12-oxidative phosphorylation,0,train
FBXL14,13-erythroid differentiation,0,train
FBXL14,16-NFkB signaling,0,train
FBXL14,17-myeloid differentiation,0,train
FBXL14,18-cell cycle,0,train
FBXL14,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
FBXL14,20-cell cycle,0,train
FBXL14,21-growth signaling,1,train
FBXL14,3-unfolded protein response,0,train
FBXL14,6-dysregulated lncRNA/antisense transcripts,0,train
FBXL14,7-translation,1,train
FBXL14,8-translation,1,train
FBXL14,9-translation,1,train
FBXO28,12-oxidative phosphorylation,1,train
FBXO28,13-erythroid differentiation,0,train
FBXO28,14-erythroid differentiation,0,train
FBXO28,15-proteasome genes,1,train
FBXO28,16-NFkB signaling,0,train
FBXO28,17-myeloid differentiation,0,train
FBXO28,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
FBXO28,20-cell cycle,0,train
FBXO28,21-growth signaling,0,train
FBXO28,22-growth and targets of Myc,1,train
FBXO28,23-hnRNP genes,1,train
FBXO28,24-growth and targets of Myc,1,train
FBXO28,3-unfolded protein response,0,train
FBXO28,8-translation,0,train
FBXO28,9-translation,0,train
FBXO42,10-unfolded protein response and mTORC1 signaling,0,train
FBXO42,12-oxidative phosphorylation,1,train
FBXO42,14-erythroid differentiation,0,train
FBXO42,15-proteasome genes,1,train
FBXO42,18-cell cycle,0,train
